"ID","SPARENTID","PARENTID","SOBJECTTYPE","FIELD","PERMISSIONSEDIT","PERMISSIONSREAD","STATUS"
"01k5E000008PW4OQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Account_Type__c","TRUE","TRUE","Item Created"
"01k5E000008PW1DQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Net_Income_Loss_000__c","TRUE","TRUE","Item Created"
"01k5E000008PW0SQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Total_Revenue_000__c","TRUE","TRUE","Item Created"
"01k5E000008PW0TQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Commercial_Patient_Days_1000__c","TRUE","TRUE","Item Created"
"01k5E000008PVy2QAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.PMPM_Income_Loss_000__c","TRUE","TRUE","Item Created"
"01k5E000008PW4TQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Commercial_Premiums_PMPM__c","TRUE","TRUE","Item Created"
"01k5E000008PW2tQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Medical_Loss_Ratio__c","TRUE","TRUE","Item Created"
"01k5E000008PVy3QAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Medicaid__c","TRUE","TRUE","Item Created"
"01k5E000008PW2uQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Medical_Expenses_PMPM__c","TRUE","TRUE","Item Created"
"01k5E000008PW1cQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.HMO_Market_Shr__c","TRUE","TRUE","Item Created"
"01k5E000008PW4FQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.HMO__c","TRUE","TRUE","Item Created"
"01k5E000008PW4YQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.PPO__c","TRUE","TRUE","Item Created"
"01k5E000008PW4dQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.HMO_POS__c","TRUE","TRUE","Item Created"
"01k5E000008PW4eQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.PPO_POS__c","TRUE","TRUE","Item Created"
"01k5E000008PW1QQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Medicare__c","TRUE","TRUE","Item Created"
"01k5E000008PW4iQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Contracts_Process__c","TRUE","TRUE","Item Created"
"01k5E000008PW1EQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Regional_Strategy__c","TRUE","TRUE","Item Created"
"01k5E000008PVzeQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Business_Description__c","TRUE","TRUE","Item Created"
"01k5E000008PW4nQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Total_Lives__c","TRUE","TRUE","Item Created"
"01k5E000008PW3sQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Total_Physicians_Enrolled__c","TRUE","TRUE","Item Created"
"01k5E000008PVyTQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Target__c","TRUE","TRUE","Item Created"
"01k5E000008PVyUQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.KOL_vod__c","TRUE","TRUE","Item Created"
"01k5E000008PW4fQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Total_Pharmacists__c","TRUE","TRUE","Item Created"
"01k5E000008PW4gQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.External_ID_vod__c","TRUE","TRUE","Item Created"
"01k5E000008PW3vQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Territory_vod__c","TRUE","TRUE","Item Created"
"01k5E000008PW4sQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Formatted_Name_vod__c","FALSE","TRUE","Item Created"
"01k5E000008PW2VQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Territory_Test_vod__c","TRUE","TRUE","Item Created"
"01k5E000008PW1RQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Exclude_from_Zip_to_Terr_Processing_vod__c","TRUE","TRUE","Item Created"
"01k5E000008PW4xQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Mobile_ID_vod__c","TRUE","TRUE","Item Created"
"01k5E000008PW52QAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.ID_vod__c","TRUE","TRUE","Item Created"
"01k5E000008PW1qQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Do_Not_Sync_Sales_Data_vod__c","TRUE","TRUE","Item Created"
"01k5E000008PW57QAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.ID2_vod__c","TRUE","TRUE","Item Created"
"01k5E000008PW5CQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Sample_Default_vod__c","TRUE","TRUE","Item Created"
"01k5E000008PW5HQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Segmentations_vod__c","TRUE","TRUE","Item Created"
"01k5E000008PW5MQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Restricted_Products_vod__c","TRUE","TRUE","Item Created"
"01k5E000008PW5DQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Payer_Id_vod__c","TRUE","TRUE","Item Created"
"01k5E000008PW5RQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Do_Not_Call_vod__c","TRUE","TRUE","Item Created"
"01k5E000008PW2xQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Spend_Amount__c","TRUE","TRUE","Item Created"
"01k5E000008PW5WQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Spend_Status_Value_vod__c","FALSE","TRUE","Item Created"
"01k5E000008PW0jQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Spend_Status_vod__c","FALSE","TRUE","Item Created"
"01k5E000008PW5bQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Enable_Restricted_Products_vod__c","TRUE","TRUE","Item Created"
"01k5E000008PVz2QAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Call_Reminder_vod__c","TRUE","TRUE","Item Created"
"01k5E000008PW4yQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Account_Group_vod__c","TRUE","TRUE","Item Created"
"01k5E000008PW5gQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Primary_Parent_vod__c","TRUE","TRUE","Item Created"
"01k5E000008PW5lQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.No_Orders_vod__c","TRUE","TRUE","Item Created"
"01k5E000008PW2WQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Order_Type_vod__c","TRUE","TRUE","Item Created"
"01k5E000008PW5qQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Color_vod__c","FALSE","TRUE","Item Created"
"01k5E000008PW5vQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Account_Search_FirstLast_vod__c","FALSE","TRUE","Item Created"
"01k5E000008PW60QAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Account_Search_LastFirst_vod__c","FALSE","TRUE","Item Created"
"01k5E000008PW46QAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Do_Not_Create_Child_Account_vod__c","TRUE","TRUE","Item Created"
"01k5E000008PW03QAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Default_Order_Type_vod__c","TRUE","TRUE","Item Created"
"01k5E000008PW3HQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Account_Search_Business_vod__c","FALSE","TRUE","Item Created"
"01k5E000008PW65QAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Business_Professional_Person_vod__c","TRUE","TRUE","Item Created"
"01k5E000008PW6AQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Erbitux_Speaker_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW6FQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Sprycel_Speaker_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW6KQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Ixempra_Speaker_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW6PQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Yervoy_Speaker_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW6GQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Orencia_Target_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW6UQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Nulojix_Target_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW6ZQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.DDD_Number_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW6eQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.IMS_ID_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW3DQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Sub_Cat_Code_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW5rQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.WK_ID_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW2vQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Fed_Tax_ID_GRP_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW5sQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Integration_Status_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW5tQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Erbitux_Drop_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW5cQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.NationalQ6_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW5dQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.NationalQ1_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW3bQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.RegionalQ4_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW6jQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.RegionalQ6_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW6oQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.RegionalQ8_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW6tQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.RegionalQ7_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PVyNQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.RegionalQ9_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW6yQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.NationalQ2_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW73QAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.NationalQ3_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW2nQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.RegionalQ1_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW78QAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.NationalQ4_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW7DQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.NationalQ5_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW7IQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.RegionalQ2_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW2yQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.RegionalQ3_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW7NQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.RegionalQ5_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW5wQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.SOI_Questions_Answered_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW7EQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.KOL_ID_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW7SQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.NRL_Melanoma_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW7XQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.SFID18_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW4zQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Transplant_Classification_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW7cQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.ORENCIA_Speaker_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW7FQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.NULOJIX_Speaker_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW7hQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Immunoscience_Segmentation_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW7OQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Transplant_TL_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW7mQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.OCS_Contact_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PVxuQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.SPRYCEL_Calls_Delivered_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW7rQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Impacted_Customers__c","FALSE","TRUE","Item Created"
"01k5E000008PW7wQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Account_Class_vod__c","TRUE","TRUE","Item Created"
"01k5E000008PW81QAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Furigana_vod__c","TRUE","TRUE","Item Created"
"01k5E000008PW6uQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Hospital_Type_vod__c","TRUE","TRUE","Item Created"
"01k5E000008PW6fQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.User_Created_NPRS_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW7dQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.GAS_Aligned_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW8RQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.ONCOLOGY_Target_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW4hQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.X1_Stage_of_Nulojix_Experience_Curve__c","TRUE","TRUE","Item Created"
"01k5E000008PVzFQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.X2_Customer_Believes_in_Nulojix_Clinical__c","TRUE","TRUE","Item Created"
"01k5E000008PVz3QAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.X3_Cost_a_Barrier_to_Utilization__c","TRUE","TRUE","Item Created"
"01k5E000008PW1kQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.X4_Infusion_Logistics_a_Concern__c","TRUE","TRUE","Item Created"
"01k5E000008PW8WQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Virtual_Sales_Bag_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW6VQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.ERBITUXiRepSessionCache_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW1SQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.IXEMPRAiRepSessionCache_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW66QAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.YERVOYiRepSessionCache_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW7xQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Alternate_Name_vod__c","TRUE","TRUE","Item Created"
"01k5E000008PW3wQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.ATL_Last_Update_Date_Time_vod__c","TRUE","TRUE","Item Created"
"01k5E000008PW50QAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.ABILIFY_Speaker_BMS_SHARED__c","TRUE","TRUE","Item Created"
"01k5E000008PW51QAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.AI_Relationship_Status__c","TRUE","TRUE","Item Created"
"01k5E000008PW8bQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Access_Priority__c","TRUE","TRUE","Item Created"
"01k5E000008PW8cQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Access_influence__c","TRUE","TRUE","Item Created"
"01k5E000008PW8gQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Account_Source_Country_BMS_CORE__c","TRUE","TRUE","Item Created"
"01k5E000008PVxvQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Account_Status_BMS_CA__c","TRUE","TRUE","Item Created"
"01k5E000008PW8lQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Account_Tier_BMS_US__c","TRUE","TRUE","Item Created"
"01k5E000008PW3gQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Address_BMS_CN__c","TRUE","TRUE","Item Created"
"01k5E000008PW3xQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Adherence_Councilor_BMS_US_del__c","TRUE","TRUE","Item Created"
"01k5E000008PW2FQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Administrative_Title_BMS_CN__c","TRUE","TRUE","Item Created"
"01k5E000008PW5xQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Authorizing_Prescriber_BMS_SHARED__c","TRUE","TRUE","Item Created"
"01k5E000008PW7PQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Average_Age_Range_BMS_US__c","TRUE","TRUE","Item Created"
"01k5E000008PW8qQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.BARACLUDE_Speaker_BMS_SHARED__c","TRUE","TRUE","Item Created"
"01k5E000008PW8vQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.BMS_Last_Access_Interaction_User__c","TRUE","TRUE","Item Created"
"01k5E000008PW90QAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.BMS_Last_Access_Interaction__c","TRUE","TRUE","Item Created"
"01k5E000008PW95QAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.BMS_Last_Access_Interaction_date__c","TRUE","TRUE","Item Created"
"01k5E000008PW7sQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.BMS_Target_type__c","TRUE","TRUE","Item Created"
"01k5E000008PW9AQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.BP_ID_BMS_CORE__c","TRUE","TRUE","Item Created"
"01k5E000008PW91QAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.BYDUREON_Speaker_BMS_SHARED__c","TRUE","TRUE","Item Created"
"01k5E000008PW8wQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.BYETTA_Speaker_BMS_SHARED__c","TRUE","TRUE","Item Created"
"01k5E000008PW17QAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Budget_BMS_US__c","TRUE","TRUE","Item Created"
"01k5E000008PW3EQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.CML_Patients_BMS_CN__c","TRUE","TRUE","Item Created"
"01k5E000008PW7tQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Call_Back_Nurse_BMS_US__c","TRUE","TRUE","Item Created"
"01k5E000008PW9FQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Commercial_Appeals_Regularly_BMS_US__c","TRUE","TRUE","Item Created"
"01k5E000008PW9KQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Community_Position_BMS_CN__c","TRUE","TRUE","Item Created"
"01k5E000008PW67QAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Coumadin_Clinic_Supervisor_BMS_US__c","TRUE","TRUE","Item Created"
"01k5E000008PW9GQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Date_REMS_Material_Provided_BMS_US__c","TRUE","TRUE","Item Created"
"01k5E000008PW8rQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Date_of_Planned_PT_Meeting_BMS_US__c","TRUE","TRUE","Item Created"
"01k5E000008PW3tQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Decision_of_Beds_Index_BMS_CN__c","TRUE","TRUE","Item Created"
"01k5E000008PW6WQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Department_BMS_CN__c","TRUE","TRUE","Item Created"
"01k5E000008PW1lQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Device_Trainer_BMS_US__c","TRUE","TRUE","Item Created"
"01k5E000008PW9PQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Diabetes_Educator_BMS_US__c","TRUE","TRUE","Item Created"
"01k5E000008PW3yQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Do_you_accept_samples_BMS_US__c","TRUE","TRUE","Item Created"
"01k5E000008PW9UQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Do_you_have_infusion_capabilities_BMS_US__c","TRUE","TRUE","Item Created"
"01k5E000008PW9ZQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Duals_BMS_US__c","TRUE","TRUE","Item Created"
"01k5E000008PW9eQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.EFAVIRENZ_Speaker_BMS_SHARED__c","TRUE","TRUE","Item Created"
"01k5E000008PW04QAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.ELIQUIS_Speaker_BMS_SHARED__c","TRUE","TRUE","Item Created"
"01k5E000008PW9jQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.EMR_System_in_Use_BMS_US__c","TRUE","TRUE","Item Created"
"01k5E000008PW9fQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.ERM_System_in_Use_BMS_US__c","TRUE","TRUE","Item Created"
"01k5E000008PW6XQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Effective_Date_on_Formulary_BMS_US__c","TRUE","TRUE","Item Created"
"01k5E000008PW79QAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Eliquis_Formulary_Status__c","TRUE","TRUE","Item Created"
"01k5E000008PW9gQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Email_MSL_BMS_SHARED__c","TRUE","TRUE","Item Created"
"01k5E000008PW9BQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Erbitux_CRC_Profile_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW7QQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Erbitux_H_N_Profile_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW1mQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.FFS_Medicaid_BMS_US__c","TRUE","TRUE","Item Created"
"01k5E000008PW9aQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Fax_MSL_BMS_SHARED__c","TRUE","TRUE","Item Created"
"01k5E000008PW9oQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Finder_Num_BMS_CA__c","TRUE","TRUE","Item Created"
"01k5E000008PW7uQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Formulary_Decisions_BMS_US__c","TRUE","TRUE","Item Created"
"01k5E000008PVyxQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Formulary_Milestone_Status_BMS_US__c","TRUE","TRUE","Item Created"
"01k5E000008PW7vQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.GPO_BMS_US__c","TRUE","TRUE","Item Created"
"01k5E000008PWA1QAO","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.GST_BMS_CA__c","TRUE","TRUE","Item Created"
"01k5E000008PW1MQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Geographic_Reach_BMS_US__c","TRUE","TRUE","Item Created"
"01k5E000008PW9pQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Graduate_University_BMS_CN__c","TRUE","TRUE","Item Created"
"01k5E000008PW7TQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Graduation_Year_BMS_CA__c","TRUE","TRUE","Item Created"
"01k5E000008PW7RQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.HBV_Beds_BMS_CN__c","TRUE","TRUE","Item Created"
"01k5E000008PW6vQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.HCPQ1_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW7iQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.HCPQ2_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PW40QAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.HCPQ3_BMS__c","TRUE","TRUE","Item Created"
"01k5E000008PWA6QAO","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.HIV_BMS_US__c","TRUE","TRUE","Item Created"
"01k5E000008PWABQA4","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.HIV_Case_Manager_BMS_US_del__c","TRUE","TRUE","Item Created"
"01k5E000008PW6aQAG","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.HP_Usage_Level_BMS_CN__c","TRUE","TRUE","Item Created"
"01k5E000008PWAGQA4","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.HST_BMS_CA__c","TRUE","TRUE","Item Created"
"01k5E000008PWACQA4","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Hal_HIV_Target_BMS_US__c","TRUE","TRUE","Item Created"
"01k5E000008PWA7QAO","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Hal_Oncology_Target_BMS_US__c","TRUE","TRUE","Item Created"
"01k5E000008PWALQA4","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.Hospital_Rank_BMS_CN__c","TRUE","TRUE","Item Created"
"01k5E000008PVyOQAW","0PS3E0000000FluWAE","0PS5E000000Cm8R","Account","Account.IT_Point_Person_BMS_US__c","TRUE","TRUE","Item Created"
