"ID","OWNERID","ISDELETED","NAME","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","MAYEDIT","ISLOCKED","BMS_CODE_BMS_EMEA__C","CCV_CODE_BMS_EMEA__C","COUNTRY_BMS_EMEA__C","DESCRIPTION_BMS_EMEA__C","LANGUAGE_BMS_EMEA__C","SHORT_LABEL_BMS_EMEA__C","EXTERNAL_ID_BMS_EMEA__C"
"a3Ud0000000A9PvEAK","005d0000002bfc8AAA","false","Leg Dietist (SE)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WSE.E1","","SE","Dietitian (SE)","English - Sweden","Leg Dietist (SE)","SE__EN-SE__TIT.WSE.E1"
"a3Ud0000000A9PwEAK","005d0000002bfc8AAA","false","Adjunkt (SE)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WSE.A3","","SE","Subject Teacher (SE)","English - Sweden","Adjunkt (SE)","SE__EN-SE__TIT.WSE.A3"
"a3Ud0000000A9PxEAK","005d0000002bfc8AAA","false","Vårdenhetschef (SE)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WSE.4Y","","SE","Health Care Unit Chief (SE)","English - Sweden","Vårdenhetschef (SE)","SE__EN-SE__TIT.WSE.4Y"
"a3Ud0000000A9PyEAK","005d0000002bfc8AAA","false","Sektionsledare (SE)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WSE.2S","","SE","Section Leader (SE)","English - Sweden","Sektionsledare (SE)","SE__EN-SE__TIT.WSE.2S"
"a3Ud0000000A9PzEAK","005d0000002bfc8AAA","false","Samordnare (SE)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WSE.2O","","SE","Coordinator (SE)","English - Sweden","Samordnare (SE)","SE__EN-SE__TIT.WSE.2O"
"a3Ud0000000A9Q0EAK","005d0000002bfc8AAA","false","Okänd (SE)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WSE.20","","SE","Unknown (SE)","English - Sweden","Okänd (SE)","SE__EN-SE__TIT.WSE.20"
"a3Ud0000000A9Q1EAK","005d0000002bfc8AAA","false","Med chef (SE)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WSE.Y6","","SE","Chief of Medicine (SE)","English - Sweden","Med chef (SE)","SE__EN-SE__TIT.WSE.Y6"
"a3Ud0000000A9Q2EAK","005d0000002bfc8AAA","false","Föreståndare (SE)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WSE.N9","","SE","Superintendent (SE)","English - Sweden","Föreståndare (SE)","SE__EN-SE__TIT.WSE.N9"
"a3Ud0000000A9Q3EAK","005d0000002bfc8AAA","false","Leg Tandläkare (SE)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WSE.LT","","SE","Dentist (SE)","English - Sweden","Leg Tandläkare (SE)","SE__EN-SE__TIT.WSE.LT"
"a3Ud0000000A9Q4EAK","005d0000002bfc8AAA","false","Affärsområdechef (SE)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WSE.A4","","SE","Business District Chief (SE)","English - Sweden","Affärsområdechef (SE)","SE__EN-SE__TIT.WSE.A4"
"a3Ud0000000A9Q5EAK","005d0000002bfc8AAA","false","Molekylärbiolog (SE)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WSE.47","","SE","Molecular Biologist (SE)","English - Sweden","Molekylärbiolog (SE)","SE__EN-SE__TIT.WSE.47"
"a3Ud0000000A9Q6EAK","005d0000002bfc8AAA","false","Sektionschef (SE)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WSE.2R","","SE","Section Chief (SE)","English - Sweden","Sektionschef (SE)","SE__EN-SE__TIT.WSE.2R"
"a3Ud0000000A9Q7EAK","005d0000002bfc8AAA","false","Receptarie (SE)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WSE.2H","","SE","Dispenser (SE)","English - Sweden","Receptarie (SE)","SE__EN-SE__TIT.WSE.2H"
"a3Ud0000000A9Q8EAK","005d0000002bfc8AAA","false","Medicintekniker (SE)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WSE.17","","SE","Biomedical Technician (SE)","English - Sweden","Medicintekniker (SE)","SE__EN-SE__TIT.WSE.17"
"a3Ud0000000A9Q9EAK","005d0000002bfc8AAA","false","Ass. distriktslæge (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.2Y","","DK","Assistant district doctor (DK)","English - Denmark","Ass. distriktslæge (DK)","DK__EN-DK__TIT.WDK.2Y"
"a3Ud0000000A9QAEA0","005d0000002bfc8AAA","false","Kursusreservelæge, ph.d. (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.2V","","DK","Course registrar, PhD (DK)","English - Denmark","Kursusreservelæge, ph.d. (DK)","DK__EN-DK__TIT.WDK.2V"
"a3Ud0000000A9QBEA0","005d0000002bfc8AAA","false","Adm. overlæge kl.lektor, dr.med. (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.HB","","DK","Leading consultant, associate professor, MD (DK)","English - Denmark","Adm. overlæge kl.lektor, dr.med. (DK)","DK__EN-DK__TIT.WDK.HB"
"a3Ud0000000A9QCEA0","005d0000002bfc8AAA","false","Klinisk vejleder (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.H6","","DK","Clinical supervisor (DK)","English - Denmark","Klinisk vejleder (DK)","DK__EN-DK__TIT.WDK.H6"
"a3Ud0000000A9QDEA0","005d0000002bfc8AAA","false","Neurologisk sygeplejerske (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.H0","","DK","Neurology nurse (DK)","English - Denmark","Neurologisk sygeplejerske (DK)","DK__EN-DK__TIT.WDK.H0"
"a3Ud0000000A9QEEA0","005d0000002bfc8AAA","false","Farmaceut studerende (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.GY","","DK","Pharmacist student (DK)","English - Denmark","Farmaceut studerende (DK)","DK__EN-DK__TIT.WDK.GY"
"a3Ud0000000A9QFEA0","005d0000002bfc8AAA","false","Hjemmeplejeleder, sygeplejerske (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.GB","","DK","Leader of home care, nurse (DK)","English - Denmark","Hjemmeplejeleder, sygeplejerske (DK)","DK__EN-DK__TIT.WDK.GB"
"a3Ud0000000A9QGEA0","005d0000002bfc8AAA","false","Embedslæge, ph.d. (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.F3","","DK","Medical officer (of health), PhD (DK)","English - Denmark","Embedslæge, ph.d. (DK)","DK__EN-DK__TIT.WDK.F3"
"a3Ud0000000A9QHEA0","005d0000002bfc8AAA","false","Klinisk lektor, ph.d. (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.EU","","DK","Clinical associate professor, ph.d. (DK)","English - Denmark","Klinisk lektor, ph.d. (DK)","DK__EN-DK__TIT.WDK.EU"
"a3Ud0000000A9QIEA0","005d0000002bfc8AAA","false","Lungefysioterapeut (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.EL","","DK","Inhalation therapist (DK)","English - Denmark","Lungefysioterapeut (DK)","DK__EN-DK__TIT.WDK.EL"
"a3Ud0000000A9QJEA0","005d0000002bfc8AAA","false","Vicedirektør, speciallæge, HD (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.E1","","DK","Ass. general manager, specialist,HD (DK)","English - Denmark","Vicedirektør, speciallæge, HD (DK)","DK__EN-DK__TIT.WDK.E1"
"a3Ud0000000A9QKEA0","005d0000002bfc8AAA","false","Ledende centersygeplejerske (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.DS","","DK","Leading centre nurse (DK)","English - Denmark","Ledende centersygeplejerske (DK)","DK__EN-DK__TIT.WDK.DS"
"a3Ud0000000A9QLEA0","005d0000002bfc8AAA","false","Klinisk sygeplejevejleder (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.D3","","DK","Clinical nursing supervisor (DK)","English - Denmark","Klinisk sygeplejevejleder (DK)","DK__EN-DK__TIT.WDK.D3"
"a3Ud0000000A9QMEA0","005d0000002bfc8AAA","false","Vikar (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.D0","","DK","Substitute (DK)","English - Denmark","Vikar (DK)","DK__EN-DK__TIT.WDK.D0"
"a3Ud0000000A9QNEA0","005d0000002bfc8AAA","false","Projektmedarbejder (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.CY","","DK","Project employee (DK)","English - Denmark","Projektmedarbejder (DK)","DK__EN-DK__TIT.WDK.CY"
"a3Ud0000000A9QOEA0","005d0000002bfc8AAA","false","Klinisk uddannelsesansvarlig sygeplejerske (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.U4","","DK","Clinical education responsible nurse (DK)","English - Denmark","Klinisk uddannelsesansvarlig sygeplejerske (DK)","DK__EN-DK__TIT.WDK.U4"
"a3Ud0000000A9QPEA0","005d0000002bfc8AAA","false","Prodekan (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.O4","","DK","Associate dean (DK)","English - Denmark","Prodekan (DK)","DK__EN-DK__TIT.WDK.O4"
"a3Ud0000000A9QQEA0","005d0000002bfc8AAA","false","Kvalitetskonsulent (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.NJ","","DK","Quality consultant (DK)","English - Denmark","Kvalitetskonsulent (DK)","DK__EN-DK__TIT.WDK.NJ"
"a3Ud0000000A9QREA0","005d0000002bfc8AAA","false","Parkinsonsygeplejerske (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.CH","","DK","Parkinson's disease nurse (DK)","English - Denmark","Parkinsonsygeplejerske (DK)","DK__EN-DK__TIT.WDK.CH"
"a3Ud0000000A9QSEA0","005d0000002bfc8AAA","false","Ernæringskonsulent (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.BZ","","DK","Nutrition adviser (DK)","English - Denmark","Ernæringskonsulent (DK)","DK__EN-DK__TIT.WDK.BZ"
"a3Ud0000000A9QTEA0","005d0000002bfc8AAA","false","Læge, forskningsbibliotekar (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.BR","","DK","Doctor, research liberian (DK)","English - Denmark","Læge, forskningsbibliotekar (DK)","DK__EN-DK__TIT.WDK.BR"
"a3Ud0000000A9QUEA0","005d0000002bfc8AAA","false","Konstitueret leder (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.BP","","DK","Acting leader (DK)","English - Denmark","Konstitueret leder (DK)","DK__EN-DK__TIT.WDK.BP"
"a3Ud0000000A9QVEA0","005d0000002bfc8AAA","false","Konsultationssygeplejerske (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.9Z","","DK","Consultation nurse (DK)","English - Denmark","Konsultationssygeplejerske (DK)","DK__EN-DK__TIT.WDK.9Z"
"a3Ud0000000A9QWEA0","005d0000002bfc8AAA","false","Palliationssygeplejerske (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.9I","","DK","Palliative nurse (DK)","English - Denmark","Palliationssygeplejerske (DK)","DK__EN-DK__TIT.WDK.9I"
"a3Ud0000000A9QXEA0","005d0000002bfc8AAA","false","Lektor, ph.d. (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.9F","","DK","Associate professor, ph.d. (DK)","English - Denmark","Lektor, ph.d. (DK)","DK__EN-DK__TIT.WDK.9F"
"a3Ud0000000A9QYEA0","005d0000002bfc8AAA","false","Chefpsykolog (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.8X","","DK","Chief psychologist (DK)","English - Denmark","Chefpsykolog (DK)","DK__EN-DK__TIT.WDK.8X"
"a3Ud0000000A9QZEA0","005d0000002bfc8AAA","false","Plejer (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.7O","","DK","Nursing person (DK)","English - Denmark","Plejer (DK)","DK__EN-DK__TIT.WDK.7O"
"a3Ud0000000A9QaEAK","005d0000002bfc8AAA","false","Formand (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.6T","","DK","Foreman (DK)","English - Denmark","Formand (DK)","DK__EN-DK__TIT.WDK.6T"
"a3Ud0000000A9QbEAK","005d0000002bfc8AAA","false","Radiograf (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.5W","","DK","Radiologist (DK)","English - Denmark","Radiograf (DK)","DK__EN-DK__TIT.WDK.5W"
"a3Ud0000000A9QcEAK","005d0000002bfc8AAA","false","Uroterapeut (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.5T","","DK","Urological therapist (DK)","English - Denmark","Uroterapeut (DK)","DK__EN-DK__TIT.WDK.5T"
"a3Ud0000000A9QdEAK","005d0000002bfc8AAA","false","Forskningslektor (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.5Q","","DK","Research associate professor (DK)","English - Denmark","Forskningslektor (DK)","DK__EN-DK__TIT.WDK.5Q"
"a3Ud0000000A9QeEAK","005d0000002bfc8AAA","false","Forskningssygeplejerske (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.5P","","DK","Research nurse (DK)","English - Denmark","Forskningssygeplejerske (DK)","DK__EN-DK__TIT.WDK.5P"
"a3Ud0000000A9QfEAK","005d0000002bfc8AAA","false","Diætist (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.5L","","DK","Dietician (DK)","English - Denmark","Diætist (DK)","DK__EN-DK__TIT.WDK.5L"
"a3Ud0000000A9QgEAK","005d0000002bfc8AAA","false","Managing nursing officer (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.5D","","DK","Managing nursing officer (DK)","English - Denmark","Managing nursing officer (DK)","DK__EN-DK__TIT.WDK.5D"
"a3Ud0000000A9QhEAK","005d0000002bfc8AAA","false","Leder (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.4U","","DK","Leader (DK)","English - Denmark","Leder (DK)","DK__EN-DK__TIT.WDK.4U"
"a3Ud0000000A9QiEAK","005d0000002bfc8AAA","false","Ledende oversygeplejerske (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.4S","","DK","Leading head nurse (DK)","English - Denmark","Ledende oversygeplejerske (DK)","DK__EN-DK__TIT.WDK.4S"
"a3Ud0000000A9QjEAK","005d0000002bfc8AAA","false","Områdesygeplejerske (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.4I","","DK","Area nurse (DK)","English - Denmark","Områdesygeplejerske (DK)","DK__EN-DK__TIT.WDK.4I"
"a3Ud0000000A9QkEAK","005d0000002bfc8AAA","false","Social- & sundhedsleder (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.A8","","DK","Social and health leader (DK)","English - Denmark","Social- & sundhedsleder (DK)","DK__EN-DK__TIT.WDK.A8"
"a3Ud0000000A9QlEAK","005d0000002bfc8AAA","false","Lektor, overlæge (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.A7","","DK","Associate professor, consultant (DK)","English - Denmark","Lektor, overlæge (DK)","DK__EN-DK__TIT.WDK.A7"
"a3Ud0000000A9QmEAK","005d0000002bfc8AAA","false","Demenskoordinator (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.9E","","DK","Senile dementia co-ordinator (DK)","English - Denmark","Demenskoordinator (DK)","DK__EN-DK__TIT.WDK.9E"
"a3Ud0000000A9QnEAK","005d0000002bfc8AAA","false","Funktionsleder (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.8E","","DK","Function leader (DK)","English - Denmark","Funktionsleder (DK)","DK__EN-DK__TIT.WDK.8E"
"a3Ud0000000A9QoEAK","005d0000002bfc8AAA","false","Fodterapeut (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.81","","DK","State-registered chiropodist (DK)","English - Denmark","Fodterapeut (DK)","DK__EN-DK__TIT.WDK.81"
"a3Ud0000000A9QpEAK","005d0000002bfc8AAA","false","Adm. sekretær (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.7K","","DK","Managing secretary (DK)","English - Denmark","Adm. sekretær (DK)","DK__EN-DK__TIT.WDK.7K"
"a3Ud0000000A9QqEAK","005d0000002bfc8AAA","false","Cand.psyk. (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.78","","DK","Cand.psych. (DK)","English - Denmark","Cand.psyk. (DK)","DK__EN-DK__TIT.WDK.78"
"a3Ud0000000A9QrEAK","005d0000002bfc8AAA","false","Ældrechef (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.6Y","","DK","Chief for elder care (DK)","English - Denmark","Ældrechef (DK)","DK__EN-DK__TIT.WDK.6Y"
"a3Ud0000000A9QsEAK","005d0000002bfc8AAA","false","Overlæge, forskningslektor (DK)","2015-03-19T15:36:39.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","005d0000002bfc8AAA","2015-06-26T15:23:34.000Z","true","false","TIT.WDK.LP","","DK","Consultant, research associate professor (DK)","English - Denmark","Overlæge, forskningslektor (DK)","DK__EN-DK__TIT.WDK.LP"
"a3Ud0000000A9QtEAK","005d0000002bfc8AAA","false","Teamleder, sygeplejerske (DK)","2015-03-19T15:36:45.000Z","005d0000002bfc8AAA","2015-06-26T15:23:42.000Z","005d0000002bfc8AAA","2015-06-26T15:23:42.000Z","true","false","TIT.WDK.KX","","DK","Team leader, nurse (DK)","English - Denmark","Teamleder, sygeplejerske (DK)","DK__EN-DK__TIT.WDK.KX"
"a3Ud0000000A9QuEAK","005d0000002bfc8AAA","false","Køkkenleder (DK)","2015-03-19T15:36:45.000Z","005d0000002bfc8AAA","2015-06-26T15:23:42.000Z","005d0000002bfc8AAA","2015-06-26T15:23:42.000Z","true","false","TIT.WDK.KW","","DK","Kitchen manager (DK)","English - Denmark","Køkkenleder (DK)","DK__EN-DK__TIT.WDK.KW"
"a3Ud0000000A9QvEAK","005d0000002bfc8AAA","false","Klinisk professor, overlæge, dr.med. (DK)","2015-03-19T15:36:45.000Z","005d0000002bfc8AAA","2015-06-26T15:23:42.000Z","005d0000002bfc8AAA","2015-06-26T15:23:42.000Z","true","false","TIT.WDK.KM","","DK","Clinical professor, consultant, dr.med. (DK)","English - Denmark","Klinisk professor, overlæge, dr.med. (DK)","DK__EN-DK__TIT.WDK.KM"
"a3Ud0000000A9QwEAK","005d0000002bfc8AAA","false","Overlæge, MPM (DK)","2015-03-19T15:36:45.000Z","005d0000002bfc8AAA","2015-06-26T15:23:42.000Z","005d0000002bfc8AAA","2015-06-26T15:23:42.000Z","true","false","TIT.WDK.K9","","DK","Consulant,Master of public management (DK)","English - Denmark","Overlæge, MPM (DK)","DK__EN-DK__TIT.WDK.K9"
"a3Ud0000000A9QxEAK","005d0000002bfc8AAA","false","Projektkonsulent (DK)","2015-03-19T15:36:45.000Z","005d0000002bfc8AAA","2015-06-26T15:23:42.000Z","005d0000002bfc8AAA","2015-06-26T15:23:42.000Z","true","false","TIT.WDK.K3","","DK","Project Coordinator (DK)","English - Denmark","Projektkonsulent (DK)","DK__EN-DK__TIT.WDK.K3"
"a3Ud0000000A9QyEAK","005d0000002bfc8AAA","false","Responsible Development Nurse (DK)","2015-03-19T15:36:45.000Z","005d0000002bfc8AAA","2015-06-26T15:23:42.000Z","005d0000002bfc8AAA","2015-06-26T15:23:42.000Z","true","false","TIT.WDK.JE","","DK","Responsible Development Nurse (DK)","English - Denmark","Responsible Development Nurse (DK)","DK__EN-DK__TIT.WDK.JE"
"a3Ud0000000A9QzEAK","005d0000002bfc8AAA","false","Overlæge, MPH (DK)","2015-03-19T15:36:45.000Z","005d0000002bfc8AAA","2015-06-26T15:23:42.000Z","005d0000002bfc8AAA","2015-06-26T15:23:42.000Z","true","false","TIT.WDK.IY","","DK","Consultant Master of Public Health (DK)","English - Denmark","Overlæge, MPH (DK)","DK__EN-DK__TIT.WDK.IY"
"a3Ud0000000A9R0EAK","005d0000002bfc8AAA","false","Reservelæge, dr.med. (DK)","2015-03-19T15:36:45.000Z","005d0000002bfc8AAA","2015-06-26T15:23:42.000Z","005d0000002bfc8AAA","2015-06-26T15:23:42.000Z","true","false","TIT.WDK.H8","","DK","Reservelæge, dr.med. (DK)","English - Denmark","Reservelæge, dr.med. (DK)","DK__EN-DK__TIT.WDK.H8"
"a3Ud0000000A9R1EAK","005d0000002bfc8AAA","false","Konstitueret oversygeplejerske (DK)","2015-03-19T15:36:45.000Z","005d0000002bfc8AAA","2015-06-26T15:23:42.000Z","005d0000002bfc8AAA","2015-06-26T15:23:42.000Z","true","false","TIT.WDK.H5","","DK","Acting nursing officer (DK)","English - Denmark","Konstitueret oversygeplejerske (DK)","DK__EN-DK__TIT.WDK.H5"
